BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,ADDRESS,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,YEAR BUILT,SALE PRICE,SALE DATE
4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS                  ,1,5422,16,43-53 164TH STREET,11358,3,0,3,2100,1955,0,2/23/2017
3,FORT GREENE,07 RENTALS - WALKUP APARTMENTS             ,2,2097,78,711-713 FULTON STREET,11217,13,3,16,4376,1930,0,2/27/2017
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6986,43,75-28 168TH   STREET,11366,1,0,1,1710,1945,720000,4/13/2017
5,GRASMERE,01 ONE FAMILY DWELLINGS                    ,1,3209,36,19 WOODLAWN AVENUE,10305,1,0,1,12000,1986,0,6/16/2017
3,WILLIAMSBURG-CENTRAL,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,2224,1504,751 WYTHE AVENUE,11249,1,0,1,0,2007,0,2/23/2017
3,OCEAN PARKWAY-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,5375,58,"399 OCEAN PARKWAY, 4A",11218,0,0,0,0,1963,0,5/11/2017
3,WILLIAMSBURG-NORTH,07 RENTALS - WALKUP APARTMENTS             ,2A,2292,19,619 UNION AVENUE,11211,6,0,6,2550,1910,1900000,2/2/2017
5,GREAT KILLS,02 TWO FAMILY DWELLINGS                    ,1,5450,107,86 PEMBERTON AVENUE,10308,2,0,2,3578,1992,700000,7/7/2017
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1063,1212,800 10TH   AVENUE,10019,1,0,1,0,2008,1325000,3/22/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6021,7,198-16 30TH   AVENUE,11358,1,0,1,1754,1940,625000,3/15/2017
3,FLATBUSH-LEFFERTS GARDEN,10 COOPS - ELEVATOR APARTMENTS             ,2,5026,11,"163 OCEAN AVENUE, 6B",11225,0,0,0,0,1930,1149000,8/16/2017
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,1,8856,98,84-16 85TH   ROAD,11421,2,0,2,4000,1920,0,6/28/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1820,131-05 40TH   ROAD,11354,1,0,1,0,2015,1024601,4/21/2017
5,NEW SPRINGVILLE,22 STORE BUILDINGS                         ,4,2400,210,140 MARSH AVENUE,10314,0,1,1,754754,1993,4346648,3/17/2017
4,FOREST HILLS,21 OFFICE BUILDINGS                        ,4,3220,31,101-15 METROPOLITAN AVENUE,11435,0,1,1,1223,1930,0,8/16/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5941,67,435 76TH   STREET,11209,2,0,2,1967,1925,1378000,1/4/2017
1,CLINTON,13 CONDOS - ELEVATOR APARTMENTS            ,2,1051,1356,WEST 42ND   STREET,10036,1,0,1,0,2008,1397039,6/14/2017
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11823,21,149-31 122ND STREET,11420,1,0,1,2417,1945,450000,7/18/2017
4,JACKSON HEIGHTS,05 TAX CLASS 1 VACANT LAND                 ,1B,1007,6,75-10 DITMARS BOULEVARD,11370,0,0,0,603,0,90000,7/10/2017
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12760,110,118-35 223RD   STREET,11411,1,0,1,4000,1945,0,1/5/2017
3,BEDFORD STUYVESANT,14 RENTALS - 4-10 UNIT                     ,2A,1914,24,680 MYRTLE AVENUE,11205,3,1,4,1737,1957,810000,7/11/2017
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11366,7,86-14 133RD   AVENUE,11417,1,0,1,2000,1950,0,2/27/2017
4,WOODSIDE,01 ONE FAMILY DWELLINGS                    ,1,1218,42,3711 63RD STREET,11377,1,0,1,1942,1930,750000,5/22/2017
1,UPPER EAST SIDE (79-96),46 CONDO STORE BUILDINGS                   ,4,1493,1201,1082 MADISON AVENUE,10028,0,0,1,0,1910,6000000,2/3/2017
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1048,1209,347 WEST 57TH   STREET,10019,1,0,1,0,0,950000,6/23/2017
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS                    ,1,1234,182,144 BRUCKNER AVENUE,10303,1,0,1,2835,2004,383000,3/13/2017
2,KINGSBRIDGE HTS/UNIV HTS,02 TWO FAMILY DWELLINGS                    ,1,3230,1,1958 CEDAR AVENUE,10453,2,0,2,3563,2002,500,1/17/2017
1,UPPER WEST SIDE (59-79),12 CONDOS - WALKUP APARTMENTS              ,2,1169,1020,200 WEST 78 ST,10024,1,0,1,0,0,0,4/21/2017
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1188,55,"60-11 BROADWAY, 3A",11377,0,0,0,0,1962,255000,4/12/2017
4,HOLLIS,02 TWO FAMILY DWELLINGS                    ,1,10539,5,206-11 JAMAICA AVENUE,11428,2,1,3,1724,1931,500000,6/30/2017
4,ASTORIA,02 TWO FAMILY DWELLINGS                    ,1,719,3,28-57 45TH   STREET,11103,2,0,2,2500,1931,900000,7/26/2017
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1916,1311,171 WEST 131 STREET,10027,1,0,1,0,2013,801362,2/6/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5946,52,"5355 HENRY HUDSON PARKWAY, 8A",10471,0,0,0,0,1952,225000,4/19/2017
1,HARLEM-CENTRAL,07 RENTALS - WALKUP APARTMENTS             ,2A,1725,28,17 WEST 127TH STREET,10027,5,0,5,1799,1909,842500,2/15/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2A,1224,29,594 ST. MARKS AVENUE,11216,4,0,4,2000,1931,3050000,1/31/2017
3,CROWN HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1400,38,1568 UNION STREET,11213,2,0,2,1900,1901,1225000,6/8/2017
1,MIDTOWN EAST,45 CONDO HOTELS                            ,4,1319,1357,205 EAST 45TH   STREET,10017,0,0,1,0,2002,0,1/24/2017
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5181,61,497 EAST 17TH   STREET,11226,1,0,1,5100,1910,2500000,7/28/2017
1,UPPER WEST SIDE (96-116),17 CONDO COOPS                             ,2,1874,1002,"235 WEST 102ND STREET, 9Q",10025,0,0,0,0,1910,511282,4/17/2017
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2A,3406,45,1319 HALSEY STREET,11237,6,0,6,2633,1907,0,4/27/2017
4,BEECHHURST,01 ONE FAMILY DWELLINGS                    ,1,4563,53,14-34 156 STREET,11357,1,0,1,5900,1965,925000,2/22/2017
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8213,22,951 EAST 105TH STREET,11236,1,0,1,1575,1960,0,6/26/2017
3,FLATBUSH-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,4853,28,"310 LENOX ROAD, 2D",11226,0,0,0,0,1963,275000,6/2/2017
2,WILLIAMSBRIDGE,03 THREE FAMILY DWELLINGS                  ,1,4662,71,779 EAST 214 STREET,10467,3,0,3,3021,1915,600000,7/20/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10367,151,102-27 188 STREET,11423,1,0,1,2500,1940,360000,2/8/2017
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3123,117,25 ALEX CIRCLE,10305,1,0,1,1600,2000,470000,4/4/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,11224,19,225-11 112TH   ROAD,11429,1,0,1,6000,1950,0,1/10/2017
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS                    ,1,14238,1154,102-55 1 STREET,11414,1,0,1,2100,1925,0,7/31/2017
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,1,7105,587,91 CRABTREE AVENUE,10309,1,0,1,2464,2011,590000,5/24/2017
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS            ,0,2699,1016,247 DRIGGS AVENUE,0,0,0,0,0,0,999000,8/3/2017
2,PELHAM PARKWAY SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,2,4291,1,"2081 WALLACE AVENUE, 766",10462,0,0,0,0,1930,110000,4/6/2017
3,DOWNTOWN-METROTECH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2058,1014,365 BRIDGE STREET,11201,1,0,1,0,1800,0,3/24/2017
3,BEDFORD STUYVESANT,14 RENTALS - 4-10 UNIT                     ,2A,1619,8,241 MARCUS GARVEY BLVD,11221,3,1,4,1573,1931,2675000,2/22/2017
3,MARINE PARK,02 TWO FAMILY DWELLINGS                    ,1,7704,60,1652 EAST 32 STREET,11234,2,0,2,2500,1930,820000,1/20/2017
4,SPRINGFIELD GARDENS,02 TWO FAMILY DWELLINGS                    ,1,13048,13,141-19 FARMERS BOULEVARD,11434,2,0,2,4500,1960,541000,2/13/2017
4,EAST ELMHURST,02 TWO FAMILY DWELLINGS                    ,1,1090,48,2355 96TH STREET,11369,2,0,2,2846,2005,920000,5/4/2017
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1919,131-05 40TH   ROAD,11354,1,0,1,0,2015,723708,4/14/2017
5,WEST NEW BRIGHTON,05 TAX CLASS 1 VACANT LAND                 ,1B,148,53,N/A DAVIS AVENUE,10310,0,0,0,3478,0,0,7/7/2017
4,BAYSIDE,01 ONE FAMILY DWELLINGS                    ,1,6057,65,29-44 215TH PLACE,11360,1,0,1,9000,1925,1387500,2/22/2017
1,EAST VILLAGE,10 COOPS - ELEVATOR APARTMENTS             ,2,468,15,"212 EAST 13TH STREET, 3B",10003,0,0,0,0,1930,775000,5/1/2017
3,WILLIAMSBURG-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,0,2348,1350,184 KENT AVENUE,0,0,0,0,0,0,669091,6/8/2017
3,DOWNTOWN-FULTON MALL,13 CONDOS - ELEVATOR APARTMENTS            ,2,170,1100,265 STATE STREET,11201,1,0,1,0,2014,1048797,3/28/2017
4,JAMAICA,02 TWO FAMILY DWELLINGS                    ,1,9985,32,90-35 144TH PLACE,11435,2,0,2,2400,1925,212500,2/16/2017
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS                    ,1,10230,44,104-27 171ST   STREET,11433,1,0,1,2000,1920,305000,1/9/2017
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1047,2262,322 WEST 57TH   STREET,10019,1,0,1,0,1978,2950000,1/11/2017
2,CROTONA PARK,07 RENTALS - WALKUP APARTMENTS             ,2B,2937,42,672 CROTONA PARK SOUTH,10456,8,0,8,2850,1931,1175000,2/15/2017
1,FINANCIAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,33,1021,101 WALL STREET,10005,1,0,1,0,1931,1718806,6/29/2017
3,DOWNTOWN-FULTON FERRY,10 COOPS - ELEVATOR APARTMENTS             ,2,202,1,"28 OLD FULTON STREET, 3F",11201,0,0,0,0,1906,1502000,6/19/2017
3,FLATBUSH-CENTRAL,01 ONE FAMILY DWELLINGS                    ,1,5108,56,2825 SNYDER AVENUE,11226,1,0,1,2835,1901,700000,3/13/2017
2,SOUNDVIEW,05 TAX CLASS 1 VACANT LAND                 ,1B,3562,67,613 BOLTON AVENUE,10473,0,0,0,2150,0,0,1/18/2017
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS                    ,1,5640,18,157 SCRANTON AVENUE,10312,2,0,2,4500,1965,0,6/14/2017
3,CARROLL GARDENS,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,337,1204,179 UNION STREET,11231,1,0,1,0,1900,1069162,3/29/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5716,500,"2500 JOHNSON AVENUE, 4R",10463,0,0,0,0,1967,365687,1/9/2017
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5439,144,15 NORTH RHETT AVENUE,10308,1,0,1,4100,1965,547000,3/30/2017
3,CANARSIE,01 ONE FAMILY DWELLINGS                    ,1,8277,17,1575 CANARSIE ROAD,11236,1,0,1,2999,1901,400000,7/13/2017
3,WILLIAMSBURG-SOUTH,35 INDOOR PUBLIC AND CULTURAL FACILITIES   ,4,2157,29,93 DIVISION AVENUE,11249,1,1,2,2109,1920,0,5/17/2017
3,FLATBUSH-CENTRAL,29 COMMERCIAL GARAGES                      ,4,5105,33,2834 CHURCH AVENUE,11226,0,0,0,11985,0,0,6/30/2017
2,BAYCHESTER,01 ONE FAMILY DWELLINGS                    ,1,5227,3,2032 TILLOTSON AVENUE,10475,1,0,1,3750,1955,410000,4/6/2017
4,FRESH MEADOWS,01 ONE FAMILY DWELLINGS                    ,1,7091,11,64-12 185TH STREET,11365,1,0,1,5500,1950,988000,6/8/2017
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4707,58,958 RALPH AVENUE,11236,2,0,2,2200,1940,595000,6/19/2017
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9135,117,106-38 80TH STREET,11417,2,0,2,1980,1955,570000,8/7/2017
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,4772,1,"27-04 PARSONS BOULEVARD, 6H",11354,0,0,0,0,1954,353000,2/15/2017
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1592,34,820 WILLOUGHBY AVENUE,11206,2,0,2,2000,1987,900000,3/9/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4262,25,1140 SUTTER AVENUE,11208,2,0,2,2250,1910,40000,2/27/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5743,203,"2550 INDEPENDENCE AVENUE, 2D",10463,0,0,0,0,1959,200000,1/30/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5959,32,256 77TH   STREET,11209,2,0,2,3280,1990,0,3/17/2017
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,176,1079,56 LEONARD STREET,10013,1,0,1,0,2007,6792142,2/7/2017
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,1,2853,44,202 VERMONT AVENUE,10305,1,0,1,673,1996,340000,1/27/2017
2,WESTCHESTER,07 RENTALS - WALKUP APARTMENTS             ,2A,3998,29,2435 LYVERE STREET,10461,4,0,4,2789,1926,770000,8/18/2017
3,CROWN HEIGHTS,03 THREE FAMILY DWELLINGS                  ,1,1408,32,1674 PRESIDENT STREET,11213,3,0,3,3758,1920,0,6/29/2017
4,HOLLIS,01 ONE FAMILY DWELLINGS                    ,1,10826,33,93-14 197TH   STREET,11423,1,0,1,6148,1920,435000,8/4/2017
4,ELMHURST,43 CONDO OFFICE BUILDINGS                  ,4,1836,1004,85-23 BROADWAY,11373,0,0,1,0,0,0,5/11/2017
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS                    ,1,3394,82,24 CHARLOTTE STREET,11385,2,0,2,2031,1901,0,7/25/2017
2,PELHAM GARDENS,02 TWO FAMILY DWELLINGS                    ,1,4409,59,2313 DELANOY AVENUE,10469,2,0,2,5000,1975,0,7/15/2017
3,BEDFORD STUYVESANT,07 RENTALS - WALKUP APARTMENTS             ,2A,1678,93,449 DECATUR STREET,11233,6,0,6,2000,2015,0,8/23/2017
2,THROGS NECK,02 TWO FAMILY DWELLINGS                    ,1,5534,81,937 QUINCY AVENUE,10465,2,0,2,3400,1960,0,7/12/2017
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5953,545,"5601 RIVERDALE AVENUE, 7M",10471,0,0,0,0,1954,200000,8/24/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4299,7,406 NEW LOTS AVENUE,11207,2,1,3,1563,1925,0,8/10/2017
5,MIDLAND BEACH,05 TAX CLASS 1 VACANT LAND                 ,1B,3864,3,OCEANSIDE AVENUE,0,0,0,0,2200,0,1000,2/8/2017
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1143,1313,112 WEST 72ND STREET,10023,1,0,1,0,0,921516,6/8/2017
5,ROSEBANK,01 ONE FAMILY DWELLINGS                    ,1,2844,103,35 CHESTNUT AVENUE,10305,1,0,1,2925,1901,450000,5/8/2017
1,UPPER WEST SIDE (59-79),17 CONDO COOPS                             ,2,1147,1003,"161 WEST 75TH STREET, 2/3D",10023,0,0,0,0,1925,5899000,3/10/2017
4,REGO PARK,13 CONDOS - ELEVATOR APARTMENTS            ,2,3115,1027,85-04 63RD DRIVE,11374,1,0,1,0,1952,360000,3/29/2017
4,MASPETH,44 CONDO PARKING                           ,4,2773,1047,62-48 MT OLIVET CRESCENT,11379,0,0,1,0,2005,0,4/25/2017
4,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4672,33,21-32 150TH STREET,11357,2,0,2,2375,1950,1125000,2/28/2017
1,UPPER EAST SIDE (96-110),13 CONDOS - ELEVATOR APARTMENTS            ,2,1613,1028,1255 5 AVENUE,10029,1,0,1,0,1925,0,6/20/2017
3,FLATBUSH-EAST,02 TWO FAMILY DWELLINGS                    ,1,4739,28,436 EAST 55TH STREET,11203,2,0,2,2500,1920,659999,4/10/2017
3,SHEEPSHEAD BAY,44 CONDO PARKING                           ,0,8773,1139,1809 EMMONS AVENUE,0,0,0,0,0,0,0,6/15/2017
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1226,1104,169 WEST 95TH   STREET,10025,1,0,1,0,1971,545990,3/16/2017
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,2815,72,57-52 78TH STREET,11379,1,0,1,4746,1930,450000,6/14/2017
2,RIVERDALE,44 CONDO PARKING                           ,4,5723,1139,2287 JOHNSON AVENUE,10463,0,0,1,0,1986,0,3/15/2017
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,6055,116,104 EVERTON PLACE,10312,1,0,1,1295,1988,380000,4/28/2017
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS             ,2,4371,8,"29-30 137 STREET, 2J",11354,0,0,0,0,1960,180000,2/23/2017
1,UPPER WEST SIDE (59-79),09 COOPS - WALKUP APARTMENTS               ,2C,1123,54,"46 WEST 71ST STREET, GA",10023,0,0,0,0,1900,206000,8/8/2017
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,1152,29,31-42 82ND STREET,11370,2,0,2,2400,1925,1180000,7/27/2017
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS                    ,1,5407,32,149-60 BEECH AVENUE,11355,1,0,1,4000,1925,850000,7/31/2017
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4853,66,826 EAST 229 STREET,10466,2,0,2,2860,1910,430000,6/19/2017
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS            ,2,1869,1360,240 WEST 98TH   STREET,10025,1,0,1,0,1923,590000,1/12/2017
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2180,633,"4489 BROADWAY, 7E",10040,0,0,0,0,1951,634240,5/23/2017
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,752,638,400 WESTWOOD AVENUE,10314,1,0,1,5000,1950,584000,3/7/2017
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS                      ,1A,2401,1231,64 GARDENIA LANE,10314,1,0,1,0,1986,0,2/23/2017
3,CYPRESS HILLS,01 ONE FAMILY DWELLINGS                    ,1,3671,41,2675 ATLANTIC AVENUE,11207,1,1,2,2800,1920,937500,4/14/2017
1,HARLEM-CENTRAL,02 TWO FAMILY DWELLINGS                    ,1,1727,45,16 WEST 130 STREET,10037,2,0,2,2498,1909,3750000,6/5/2017
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS                    ,1,667,35,159 LABAU AVENUE,10301,1,0,1,2000,2012,525000,5/16/2017
3,FLATBUSH-EAST,01 ONE FAMILY DWELLINGS                    ,1,7722,73,990 EAST 39TH   STREET,11210,1,0,1,2000,1925,0,8/12/2017
3,GRAVESEND,02 TWO FAMILY DWELLINGS                    ,1,6896,43,8784 26 AVENUE,11214,2,0,2,1933,1965,985000,7/28/2017
3,EAST NEW YORK,31 COMMERCIAL VACANT LAND                  ,4,4368,35,103 WORTMAN AVENUE,0,0,0,0,1900,0,0,7/2/2017
1,MIDTOWN EAST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1323,1172,255 EAST 49TH ST,10017,1,0,1,0,1985,0,6/29/2017
1,CHELSEA,07 RENTALS - WALKUP APARTMENTS             ,2B,790,10,145 WEST 14TH STREET,10011,8,1,9,1952,1920,5750000,2/2/2017
3,CROWN HEIGHTS,07 RENTALS - WALKUP APARTMENTS             ,2B,1214,44,108 BROOKLYN AVENUE,11216,8,0,8,1553,1931,0,2/16/2017
3,WILLIAMSBURG-SOUTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,2442,1001,338 BERRY STREET,11249,1,0,1,0,2014,1015658,7/10/2017
4,ASTORIA,02 TWO FAMILY DWELLINGS                    ,1,784,6,21-71 43RD   STREET,11105,2,0,2,2500,1925,0,3/23/2017
1,UPPER EAST SIDE (59-79),17 CONDO COOPS                             ,2,1444,1003,"301 EAST 69TH STREET, 14D",10021,0,0,0,0,1963,835000,6/13/2017
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS                    ,1,12776,66,119-36 218TH   STREET,11411,1,0,1,3469,1950,480486,3/23/2017
3,DOWNTOWN-FULTON FERRY,13 CONDOS - ELEVATOR APARTMENTS            ,2,31,1403,51 JAY STREET,11201,1,0,1,0,1905,2726873,2/14/2017
1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1535,25,1733 2 AVENUE,10128,9,1,10,1875,1920,8000000,4/21/2017
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1418,20 EAST END AVENUE,10028,1,0,1,0,2014,7970861,6/19/2017
1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1513,1090,171 EAST 84TH   STREET,10028,1,0,1,0,1987,0,3/13/2017
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1434,29,"86-11 34TH AVENUE, 1-A",11372,0,0,0,0,1951,310000,2/3/2017
2,THROGS NECK,03 THREE FAMILY DWELLINGS                  ,1,5430,64,803 THROGS NECK EXPWY SR,10465,3,0,3,2713,1964,693000,4/17/2017
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1580,37,"86-25 DONGAN AVE, 4C",11373,0,0,0,0,1937,125000,3/9/2017
4,CORONA,02 TWO FAMILY DWELLINGS                    ,1,1754,170,34-83 110TH   STREET,11368,2,0,2,1100,2006,930000,3/1/2017
1,ROOSEVELT ISLAND,17 CONDO COOPS                             ,2,1373,1901,"551 MAIN STREET, 214",10044,0,0,0,0,1975,0,3/13/2017
1,HARLEM-WEST,09 COOPS - WALKUP APARTMENTS               ,2,1988,88,"521 WEST 135TH, 5C",10031,0,0,0,0,1915,175000,6/24/2017
1,HARLEM-EAST,07 RENTALS - WALKUP APARTMENTS             ,2,1710,19,441 EAST 116 STREET,10029,30,0,30,5752,1910,3376775,6/29/2017
1,MIDTOWN WEST,09 COOPS - WALKUP APARTMENTS               ,2,1046,28,"305 WEST 55TH STREET, 4C",10019,0,0,0,0,1920,1275000,6/1/2017
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,3460,19,17-20 MADISON STREET,11385,6,0,6,2744,1930,1615000,8/30/2017
1,FINANCIAL,21 OFFICE BUILDINGS                        ,4,42,31,80 MAIDEN LANE,10038,0,52,52,20684,1912,54052917,8/25/2017
4,FOREST HILLS,02 TWO FAMILY DWELLINGS                    ,1,2151,149,105-31 65TH ROAD,11375,2,0,2,1900,1945,1100000,6/2/2017
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1843,31,23 MACON STREET,11216,3,0,3,1600,1900,0,5/17/2017
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1667,1004,668 HALSEY ST,11233,1,0,1,0,2015,759000,4/28/2017
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4290,36,726 DREW STREET,11208,2,0,2,3870,1920,0,1/25/2017
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1515,1,"1045 PARK AVENUE, HALLW",10028,0,0,0,0,1923,14167,6/26/2017
2,SOUNDVIEW,02 TWO FAMILY DWELLINGS                    ,1,3436,129,108 LIGHTHOUSE COURT,10473,2,0,2,1696,2015,497874,3/28/2017
3,BEDFORD STUYVESANT,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1974,1204,138 QUINCY STREET,11216,1,0,1,0,2015,535599,1/17/2017
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS                    ,1,10786,9,97-39 220TH STREET,11429,1,0,1,3700,1925,330000,1/6/2017
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3265,1,291 EVERGREEN AVENUE,11221,4,1,5,2000,1931,0,7/20/2017
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,12300,47,134-45 161ST   STREET,11434,1,0,1,4000,1950,375000,6/7/2017
3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,6039,5,8515 10TH AVENUE,11228,2,0,2,2000,1925,1148000,2/14/2017
5,BULLS HEAD,04 TAX CLASS 1 CONDOS                      ,1A,1668,1094,540A LISK AVENUE,10303,1,0,1,0,1985,0,4/18/2017
4,FLUSHING-NORTH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5039,1304,132-52 41ST AVENUE,11355,1,0,1,0,2003,579000,5/15/2017
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1903,1003,100 WEST 119 STREET,10026,1,0,1,0,1910,1224000,8/18/2017
1,GREENWICH VILLAGE-CENTRAL,08 RENTALS - ELEVATOR APARTMENTS           ,2,572,49,11-15 WEST 8TH STREET,10011,31,5,36,6950,1920,25001000,4/29/2017
3,SUNSET PARK,43 CONDO OFFICE BUILDINGS                  ,4,5821,1127,6402 8 AVENUE,11220,0,0,1,0,0,0,7/31/2017
2,THROGS NECK,01 ONE FAMILY DWELLINGS                    ,1,5579,21,437 QUINCY AVE,10465,1,0,1,2517,1925,595204,3/13/2017
3,PROSPECT HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2,1172,21,"280 ST JOHNS PLACE, 1D",11238,0,0,0,0,1912,521000,6/27/2017
4,WOODHAVEN,02 TWO FAMILY DWELLINGS                    ,1,8934,51,87-85 94TH   STREET,11421,2,0,2,3042,1940,400000,2/23/2017
5,GREAT KILLS,04 TAX CLASS 1 CONDOS                      ,1A,5460,1049,4189 AMBOY ROAD,10308,1,0,1,0,1984,234500,3/30/2017
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1334,22,"59-11 QUEENS BOULEVARD, 5H",11377,0,0,0,0,1931,410000,6/15/2017
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS                  ,4,4978,1331,39TH   AVENUE,11354,0,0,1,0,2014,2729156,6/27/2017
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4682,39,3540 BRONXWOOD AVENUE,10469,2,0,2,3200,1965,495000,4/11/2017
